m4_ap	0	10	10	m2r_ap_card, m2r_ap_card_detail, m2r_ap_voucher, m2r_ap_voucher_aging, m2r_ap_voucher_aging_detail, m2r_ap_voucher_detail, m2r_appostage_card, m2r_appostage_voucher, m2r_umpembelian_card, m2r_umpembelian_voucher
m4_ap_history	0	10	10	m2r_ap_card, m2r_ap_card_detail, m2r_ap_voucher, m2r_ap_voucher_aging, m2r_ap_voucher_aging_detail, m2r_ap_voucher_detail, m2r_appostage_card, m2r_appostage_voucher, m2r_umpembelian_card, m2r_umpembelian_voucher
m1_contact	0	7	8	contacts, meetingagendarelevant, meetingagendas, meetingattendees, meetingdecisionrelevant, meetingdecisions, meetings
m1_contact_copy	0	7	8	contacts, meetingagendarelevant, meetingagendas, meetingattendees, meetingdecisionrelevant, meetingdecisions, meetings
contacts	0	6	7	meetingagendarelevant, meetingagendas, meetingattendees, meetingdecisionrelevant, meetingdecisions, meetings
m0_si	0	6	6	m2r_laporan_penjualan, m2r_penjualan_barang_pertgl, m2r_penjualan_perhari_1, m2r_penjualan_perhari_2, m5_si_failed, m_12_pos_substitution_item
m13_si	0	6	6	m2r_laporan_penjualan, m2r_penjualan_barang_pertgl, m2r_penjualan_perhari_1, m2r_penjualan_perhari_2, m5_si_failed, m_12_pos_substitution_item
m5_si	0	6	6	m2r_laporan_penjualan, m2r_penjualan_barang_pertgl, m2r_penjualan_perhari_1, m2r_penjualan_perhari_2, m5_si_failed, m_12_pos_substitution_item
m0_user_location	0	4	4	m0_userlog, m0_userlogerror, m0_userlogin, m0_userlogin_copy
m0_role	0	3	4	rolepermissions, roles, userroles
m0_role_s	0	3	4	rolepermissions, roles, userroles
m0_menu_s_copy1	0	3	3	m0_menu, m0_menu_lang, m0_menu_s
m_12_bi	0	3	3	m_12_pos_bonus_item, m_12_pos_bonus_trans, m_12_pos_special_price
m_12_bi_detail	0	3	3	m_12_pos_bonus_item, m_12_pos_bonus_trans, m_12_pos_special_price
m_12_bi_detail_history	0	3	3	m_12_pos_bonus_item, m_12_pos_bonus_trans, m_12_pos_special_price
meetings	0	3	3	meetingagendas, meetingattendees, meetingdecisions
m1_unit	0	2	3	businessunits, meetings
m1_unit_history	0	2	3	businessunits, meetings
roles	0	2	3	rolepermissions, userroles
m1_location	0	2	2	meetinglocations, meetings
m1_location_history	0	2	2	meetinglocations, meetings
m2r_batch_pertanggal	0	2	2	m2r_bp_card, m2r_general_ledger_detail
m3_pa	0	2	2	m_12_lp_history, m_12_ppa_history
m3_pa_detail	0	2	2	m_12_lp_history, m_12_ppa_history
m3_pa_detail_history	0	2	2	m_12_lp_history, m_12_ppa_history
m5_pv	0	2	2	m2r_ip_list, m_11_pb
m5_pv_detail	0	2	2	m2r_ip_list, m_11_pb
m5_pv_detail_history	0	2	2	m2r_ip_list, m_11_pb
m_12_st	0	2	2	m0_sentence_stranslate, m0_sentence_stranslate_copy1
m_12_st_detail	0	2	2	m0_sentence_stranslate, m0_sentence_stranslate_copy1
m_12_st_detail_history	0	2	2	m0_sentence_stranslate, m0_sentence_stranslate_copy1
meetingagendas	0	2	2	meetingagendarelevant, meetingdecisions
m0_language	0	1	1	languages
m0_language_detail	0	1	1	languages
m0_report	0	1	1	dataauditlog
m0_report_copy	0	1	1	dataauditlog
m0_report_lang	0	1	1	dataauditlog
m1_contact_history	0	1	1	contacts
m2r_mutasi_stok	0	1	1	m2r_mutasi_stok_sumber
m2r_mutasi_stok_detail	0	1	1	m2r_mutasi_stok_sumber
m5_ip	0	1	1	m2r_ip_list
m5_ip_history	0	1	1	m2r_ip_list
m_11_ak	0	1	1	ak_tmp
m_11_ak_detail	0	1	1	ak_tmp
m_11_lb	0	1	1	lb_tmp
m_11_lb_detail	0	1	1	lb_tmp
m_11_lu	0	1	1	lu_tmp
m_11_lu_detail	0	1	1	lu_tmp
m_11_lu_detail_history	0	1	1	lu_tmp
m_11_pb	0	1	1	m_11_pb_
m_11_pb_detail	0	1	1	m_11_pb_
m_11_rk	0	1	1	rk_tmp
m_11_ro	0	1	1	ro_tmp
m_11_ro_detail	0	1	1	ro_tmp
m_11_sk	0	1	1	m_10_attendance_status
m_12_ai	0	1	1	m_12_pos_additional_item
m_12_ai_detail	0	1	1	m_12_pos_additional_item
m_12_di	0	1	1	m_12_st_history
m_12_di_detail	0	1	1	m_12_st_history
m_12_di_detail_history	0	1	1	m_12_st_history
meetingagendatypes	0	1	1	meetingagendas
meetingdecisions	0	1	1	meetingdecisionrelevant
meetinglocations	0	1	1	meetings
meetingtypes	0	1	1	meetings
